experiment,condition,ldr_event_id,scene,scene_count,evaluated_batches,depth_pixels,abs_rel,delta1,rmse_log,rmse,ate,rpe_trans,rpe_rot_deg
rgb_pretrained_no_finetune,rgb_only_fixed_scale,ev_0,ALL_4_SCENES,4,464,76510653,0.1181669806256654,0.990763521519023,0.13670854790222792,0.275883813052658,0.1342019646685442,0.0692162701844013,1.2301680586011758
rgb_pretrained_no_finetune,rgb_only_fixed_scale,ev_1,ALL_4_SCENES,4,464,76510653,0.1181361933627614,0.990852071279538,0.13664731899246904,0.275916555577676,0.1344219327840055,0.06931861486799758,1.2087985313947087
rgb_pretrained_no_finetune,rgb_only_fixed_scale,ev_2,ALL_4_SCENES,4,464,76510653,0.11821428212661567,0.987593688424016,0.13696296669190497,0.2766389233602372,0.13490556508045773,0.069507371385357,1.263087780150617
rgb_pretrained_no_finetune,rgb_only_fixed_scale,ev_5,ALL_4_SCENES,4,464,76510653,0.12398179375099569,0.9453351156210887,0.14721058283018706,0.2991154925113876,0.16489434285603208,0.08708876814564755,2.146966548251181
rgb_pretrained_no_finetune,rgb_only_fixed_scale,ev_10,ALL_4_SCENES,4,464,76510653,0.12794242428524033,0.9048456820777624,0.15450547707640092,0.3120619427213283,0.17169792091088562,0.08931531073878808,2.171879965490822
